Cluster	GOMFID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	adjustedPvalue	ensembl_gene_id	hgnc_symbol
B	GO:0005488	0.035098101	1.590983196	220.2040641	229	10440	binding	0.30009992	"ENSG00000002330,ENSG00000002822,ENSG00000004468,ENSG00000006125,ENSG00000023041,ENSG00000025770,ENSG00000026025,ENSG00000029993,ENSG00000038358,ENSG00000038382,ENSG00000039560,ENSG00000044574,ENSG00000047644,ENSG00000049541,ENSG00000051128,ENSG00000066697,ENSG00000068400,ENSG00000070182,ENSG00000070404,ENSG00000071242,ENSG00000073712,ENSG00000075073,ENSG00000078401,ENSG00000081277,ENSG00000083444,ENSG00000084731,ENSG00000085741,ENSG00000087365,ENSG00000087884,ENSG00000090339,ENSG00000092607,ENSG00000097021,ENSG00000099860,ENSG00000099994,ENSG00000100097,ENSG00000100246,ENSG00000100311,ENSG00000100813,ENSG00000101216,ENSG00000101335,ENSG00000101670,ENSG00000102225,ENSG00000102271,ENSG00000102760,ENSG00000103495,ENSG00000103855,ENSG00000104368,ENSG00000104892,ENSG00000104897,ENSG00000105321,ENSG00000105851,ENSG00000105877,ENSG00000105968,ENSG00000107223,ENSG00000107566,ENSG00000108107,ENSG00000108821,ENSG00000109911,ENSG00000110011,ENSG00000110025,ENSG00000110944,ENSG00000113140,ENSG00000114019,ENSG00000115009,ENSG00000115694,ENSG00000118503,ENSG00000118922,ENSG00000119403,ENSG00000119559,ENSG00000119681,ENSG00000119725,ENSG00000122515,ENSG00000122547,ENSG00000123416,ENSG00000123689,ENSG00000123989,ENSG00000124006,ENSG00000124160,ENSG00000124225,ENSG00000124357,ENSG00000124466,ENSG00000125520,ENSG00000125798,ENSG00000126214,ENSG00000127054,ENSG00000128191,ENSG00000129355,ENSG00000129474,ENSG00000130520,ENSG00000130714,ENSG00000130720,ENSG00000132017,ENSG00000133318,ENSG00000133398,ENSG00000133805,ENSG00000134013,ENSG00000134690,ENSG00000135362,ENSG00000136856,ENSG00000137076,ENSG00000137221,ENSG00000137709,ENSG00000138069,ENSG00000138621,ENSG00000139182,ENSG00000139629,ENSG00000140464,ENSG00000140521,ENSG00000140553,ENSG00000140859,ENSG00000140995,ENSG00000142178,ENSG00000142546,ENSG00000142871,ENSG00000143367,ENSG00000143442,ENSG00000143537,ENSG00000143774,ENSG00000146535,ENSG00000146707,ENSG00000147403,ENSG00000148516,ENSG00000149541,ENSG00000151376,ENSG00000152082,ENSG00000152763,ENSG00000153162,ENSG00000157954,ENSG00000158555,ENSG00000159069,ENSG00000159885,ENSG00000160014,ENSG00000160199,ENSG00000160226,ENSG00000160360,ENSG00000160691,ENSG00000160741,ENSG00000160753,ENSG00000160789,ENSG00000160813,ENSG00000161958,ENSG00000162231,ENSG00000162300,ENSG00000162734,ENSG00000162777,ENSG00000162783,ENSG00000162889,ENSG00000163121,ENSG00000163191,ENSG00000164535,ENSG00000164850,ENSG00000165802,ENSG00000165949,ENSG00000166016,ENSG00000166188,ENSG00000166224,ENSG00000166483,ENSG00000166529,ENSG00000166833,ENSG00000167107,ENSG00000167552,ENSG00000167553,ENSG00000167797,ENSG00000167895,ENSG00000167996,ENSG00000168067,ENSG00000168071,ENSG00000168243,ENSG00000168785,ENSG00000169047,ENSG00000169129,ENSG00000169429,ENSG00000170214,ENSG00000170955,ENSG00000171608,ENSG00000172081,ENSG00000172650,ENSG00000172732,ENSG00000172889,ENSG00000173207,ENSG00000173511,ENSG00000173805,ENSG00000174903,ENSG00000175550,ENSG00000175592,ENSG00000176014,ENSG00000176697,ENSG00000176973,ENSG00000177469,ENSG00000178057,ENSG00000178752,ENSG00000178922,ENSG00000179715,ENSG00000180304,ENSG00000182196,ENSG00000182872,ENSG00000184897,ENSG00000185347,ENSG00000186063,ENSG00000187961,ENSG00000188229,ENSG00000189060,ENSG00000196230,ENSG00000196754,ENSG00000196924,ENSG00000197043,ENSG00000197279,ENSG00000197461,ENSG00000197935,ENSG00000198203,ENSG00000198680,ENSG00000198732,ENSG00000203805,ENSG00000203867,ENSG00000204356,ENSG00000204469,ENSG00000205531,ENSG00000213190,ENSG00000213445,ENSG00000213923,ENSG00000213928,ENSG00000214026,ENSG00000214078,ENSG00000214357,ENSG00000227507,ENSG00000240583,ENSG00000241106,ENSG00000244405,ENSG00000258947,ENSG00000272333"	"BAD,MAD1L1,CD38,AP2B1,ZDHHC6,NCAPH2,VIM,HMGB3,EDC4,TRIO,RAI14,HSPA5,WWC3,RFC2,HOMER3,MSANTD3,GRIPAP1,SPTB,FSTL3,RPS6KA2,FERMT2,TACR2,EDN1,PKP1,PLOD1,KIF3C,WNT11,SF3B2,AAMDC,ICAM1,TBX15,ACOT7,GADD45B,SUSD2,LGALS1,DNAL4,PDGFB,ACIN1,GMEB2,MYL9,LIPG,CDK16,KLHL4,RGCC,MAZ,CD276,PLAT,KLC3,SF3A2,CCDC9,PIK3CG,DNAH11,H2AFV,EDF1,ERLIN1,RPL28,COL1A1,ELP4,DNAJC4,SNX15,IL23A,SPARC,AMOTL2,CCL20,STK25,TNFAIP3,KLF12,PHF19,C19orf25,LTBP2,ZNF410,ZMIZ2,EEPD1,TUBA1B,G0S2,CHPF,OBSL1,NCOA5,PMEPA1,NAGK,LYPD3,SLC2A4RG,FOXA2,KLC1,CPSF3L,DGCR8,CDKN2D,AJUBA,LSM4,POMT1,FIBCD1,DCAF15,RTN3,MED10,AMPD3,LOXL2,CDCA8,PRR5L,SLC2A8,TLN1,TJAP1,POU2F3,RAB1A,PPCDC,CLSTN3,GALNT6,PML,POLG,UNC45A,KIFC3,DEF8,SIK1,NOSIP,CYR61,TUFT1,POGZ,ADAM15,GUK1,GNA12,POMZP3,RPL10,ZEB1,B3GAT3,ME3,MZT2B,WDR78,BMP6,WIPI2,GDPD5,FBXW5,ZNF222,CALM3,PKNOX1,C21orf2,GPSM1,SHC1,CRTC2,RUSC1,LMNA,PPP1R35,FGF11,NXF1,ZFPL1,PEA15,DENND2D,IER5,MAPKAPK2,NEURL3,S100A11,DAGLB,GPER1,NSMF,IFI27,ABTB2,ZNF319,SGPL1,WEE1,ZSCAN21,NAV2,ACSF2,TUBA1A,TUBA1C,CDK2AP2,TMC8,FTH1,MAP4K2,CCDC88B,GNG4,TSPAN5,IRS1,AFAP1L2,CXCL8,ADRA1B,PRKCDBP,PIK3CD,MOB3A,AGAP5,MUS81,EGFL7,CKS1B,VEGFB,HAP1,RAB1B,DRAP1,FOSL1,TUBB6,BDNF,FAM89B,PTRF,NDUFAF3,FAM132B,HYI,PCED1B,OAZ2,ARL6IP4,RBM10,H1FX,C14orf80,AIDA,KLHL17,TUBB4B,H1F0,TUBB,S100A2,FLNA,ANXA6,ZNF165,PDGFA,ZNF311,SULT1C2,TUSC1,SMOC1,PPAPDC1A,RBM20,NELFE,PRRC2A,NAP1L4,MLLT11,SIPA1,CSNK1E,IRF9,MRPL23,CPNE1,NEURL1B,LTB,AQP1,HLA-DOB,ETV5,TUBB3,KMT2B"
B	GO:0005044	0.036954745	4.392361111	0.738232016	3	35	scavenger receptor activity	0.30009992	"ENSG00000099994,ENSG00000134013,ENSG00000177675"	"SUSD2,LOXL2,CD163L1"
B	GO:0038024	0.037554348	3.353305785	1.265540598	4	60	cargo receptor activity	0.30009992	"ENSG00000006125,ENSG00000099994,ENSG00000134013,ENSG00000177675"	"AP2B1,SUSD2,LOXL2,CD163L1"
B	GO:0005521	0.038834856	7.190416141	0.31638515	2	15	lamin binding	0.30009992	"ENSG00000081277,ENSG00000165949"	"PKP1,IFI27"
B	GO:0016307	0.038834856	7.190416141	0.31638515	2	15	phosphatidylinositol phosphate kinase activity	0.30009992	"ENSG00000105851,ENSG00000171608"	"PIK3CG,PIK3CD"
B	GO:0003725	0.039548991	3.294185878	1.286632942	4	61	double-stranded RNA binding	0.30009992	"ENSG00000026025,ENSG00000123416,ENSG00000128191,ENSG00000188229"	"VIM,TUBA1B,DGCR8,TUBB4B"
B	GO:0035591	0.041603049	3.237104588	1.307725285	4	62	signaling adaptor activity	0.30009992	"ENSG00000160691,ENSG00000160753,ENSG00000169047,ENSG00000169129"	"SHC1,RUSC1,IRS1,AFAP1L2"
B	GO:0003876	0.04174157	46.59591837	0.042184687	1	2	AMP deaminase activity	0.30009992	ENSG00000133805	AMPD3
B	GO:0003996	0.04174157	46.59591837	0.042184687	1	2	acyl-CoA ligase activity	0.30009992	ENSG00000167107	ACSF2
B	GO:0004937	0.04174157	46.59591837	0.042184687	1	2	alpha1-adrenergic receptor activity	0.30009992	ENSG00000170214	ADRA1B
B	GO:0005153	0.04174157	46.59591837	0.042184687	1	2	interleukin-8 receptor binding	0.30009992	ENSG00000169429	CXCL8
B	GO:0005223	0.04174157	46.59591837	0.042184687	1	2	intracellular cGMP activated cation channel activity	0.30009992	ENSG00000240583	AQP1
B	GO:0016206	0.04174157	46.59591837	0.042184687	1	2	catechol O-methyltransferase activity	0.30009992	ENSG00000184154	LRTOMT
B	GO:0019828	0.04174157	46.59591837	0.042184687	1	2	aspartic-type endopeptidase inhibitor activity	0.30009992	ENSG00000101443	WFDC2
B	GO:0030284	0.04174157	46.59591837	0.042184687	1	2	estrogen receptor activity	0.30009992	ENSG00000164850	GPER1
B	GO:0031208	0.04174157	46.59591837	0.042184687	1	2	POZ domain binding	0.30009992	ENSG00000187961	KLHL17
B	GO:0031731	0.04174157	46.59591837	0.042184687	1	2	CCR6 chemokine receptor binding	0.30009992	ENSG00000115009	CCL20
B	GO:0032395	0.04174157	46.59591837	0.042184687	1	2	MHC class II receptor activity	0.30009992	ENSG00000241106	HLA-DOB
B	GO:0043183	0.04174157	46.59591837	0.042184687	1	2	vascular endothelial growth factor receptor 1 binding	0.30009992	ENSG00000173511	VEGFB
B	GO:0047389	0.04174157	46.59591837	0.042184687	1	2	glycerophosphocholine phosphodiesterase activity	0.30009992	ENSG00000158555	GDPD5
B	GO:0047623	0.04174157	46.59591837	0.042184687	1	2	adenosine-phosphate deaminase activity	0.30009992	ENSG00000133805	AMPD3
B	GO:0048030	0.04174157	46.59591837	0.042184687	1	2	disaccharide binding	0.30009992	ENSG00000100097	LGALS1
B	GO:0048257	0.04174157	46.59591837	0.042184687	1	2	3'-flap endonuclease activity	0.30009992	ENSG00000172732	MUS81
B	GO:0048403	0.04174157	46.59591837	0.042184687	1	2	brain-derived neurotrophic factor binding	0.30009992	ENSG00000173805	HAP1
B	GO:0102084	0.04174157	46.59591837	0.042184687	1	2	L-dopa O-methyltransferase activity	0.30009992	ENSG00000184154	LRTOMT
B	GO:0102938	0.04174157	46.59591837	0.042184687	1	2	orcinol O-methyltransferase activity	0.30009992	ENSG00000184154	LRTOMT
B	GO:0046332	0.043716522	3.181958257	1.328817628	4	63	SMAD binding	0.305102705	"ENSG00000102760,ENSG00000124225,ENSG00000140464,ENSG00000196924"	"RGCC,PMEPA1,PML,FLNA"
B	GO:0008009	0.043777548	6.676229508	0.337477493	2	16	chemokine activity	0.305102705	"ENSG00000115009,ENSG00000169429"	"CCL20,CXCL8"
B	GO:0045503	0.043777548	6.676229508	0.337477493	2	16	dynein light chain binding	0.305102705	"ENSG00000105877,ENSG00000152763"	"DNAH11,WDR78"
B	GO:0019887	0.045931876	2.230097252	3.269313213	7	155	protein kinase regulator activity	0.31688355	"ENSG00000085741,ENSG00000102760,ENSG00000109911,ENSG00000129355,ENSG00000160014,ENSG00000169129,ENSG00000173207"	"WNT11,RGCC,ELP4,CDKN2D,CALM3,AFAP1L2,CKS1B"
B	GO:0042287	0.048939302	6.230601093	0.358569836	2	17	MHC protein binding	0.327163815	"ENSG00000188229,ENSG00000196230"	"TUBB4B,TUBB"
B	GO:0048306	0.051706852	3.797130464	0.843693732	3	40	calcium-dependent protein binding	0.327163815	"ENSG00000163191,ENSG00000165802,ENSG00000197043"	"S100A11,NSMF,ANXA6"
B	GO:0005158	0.05430876	5.84067623	0.37966218	2	18	insulin receptor binding	0.327163815	"ENSG00000160691,ENSG00000169047"	"SHC1,IRS1"
B	GO:0005518	0.054951287	3.696881092	0.864786076	3	41	collagen binding	0.327163815	"ENSG00000100311,ENSG00000113140,ENSG00000197461"	"PDGFB,SPARC,PDGFA"
B	GO:0003924	0.057457003	1.90622694	4.893423647	9	232	GTPase activity	0.327163815	"ENSG00000123416,ENSG00000138069,ENSG00000146535,ENSG00000167552,ENSG00000167553,ENSG00000174903,ENSG00000176014,ENSG00000188229,ENSG00000196230,ENSG00000258947"	"TUBA1B,RAB1A,GNA12,TUBA1A,TUBA1C,RAB1B,TUBB6,TUBB4B,TUBB,TUBB3"
B	GO:0016830	0.058290788	3.601772713	0.885878419	3	42	carbon-carbon lyase activity	0.327163815	"ENSG00000138621,ENSG00000151376,ENSG00000166224"	"PPCDC,ME3,SGPL1"
B	GO:0005539	0.060217377	2.472592269	2.109234331	5	100	glycosaminoglycan binding	0.327163815	"ENSG00000101670,ENSG00000119681,ENSG00000142871,ENSG00000166833,ENSG00000173511"	"LIPG,LTBP2,CYR61,NAV2,VEGFB"
B	GO:0004465	0.061956953	23.29591837	0.06327703	1	3	lipoprotein lipase activity	0.327163815	ENSG00000101670	LIPG
B	GO:0004471	0.061956953	23.29591837	0.06327703	1	3	malate dehydrogenase (decarboxylating) (NAD+) activity	0.327163815	ENSG00000151376	ME3
B	GO:0004473	0.061956953	23.29591837	0.06327703	1	3	malate dehydrogenase (decarboxylating) (NADP+) activity	0.327163815	ENSG00000151376	ME3
B	GO:0005169	0.061956953	23.29591837	0.06327703	1	3	neurotrophin TRKB receptor binding	0.327163815	ENSG00000176697	BDNF
B	GO:0005221	0.061956953	23.29591837	0.06327703	1	3	intracellular cyclic nucleotide activated cation channel activity	0.327163815	ENSG00000240583	AQP1
B	GO:0008073	0.061956953	23.29591837	0.06327703	1	3	ornithine decarboxylase inhibitor activity	0.327163815	ENSG00000180304	OAZ2
B	GO:0008381	0.061956953	23.29591837	0.06327703	1	3	mechanosensitive ion channel activity	0.327163815	ENSG00000103335	PIEZO1
B	GO:0008475	0.061956953	23.29591837	0.06327703	1	3	procollagen-lysine 5-dioxygenase activity	0.327163815	ENSG00000083444	PLOD1
B	GO:0015119	0.061956953	23.29591837	0.06327703	1	3	hexose phosphate transmembrane transporter activity	0.327163815	ENSG00000134955	SLC37A2
B	GO:0015168	0.061956953	23.29591837	0.06327703	1	3	glycerol transmembrane transporter activity	0.327163815	ENSG00000240583	AQP1
B	GO:0015315	0.061956953	23.29591837	0.06327703	1	3	organophosphate:inorganic phosphate antiporter activity	0.327163815	ENSG00000134955	SLC37A2
B	GO:0015526	0.061956953	23.29591837	0.06327703	1	3	hexose-phosphate:inorganic phosphate antiporter activity	0.327163815	ENSG00000134955	SLC37A2
B	GO:0031628	0.061956953	23.29591837	0.06327703	1	3	opioid receptor binding	0.327163815	ENSG00000196924	FLNA
B	GO:0031752	0.061956953	23.29591837	0.06327703	1	3	D5 dopamine receptor binding	0.327163815	ENSG00000146535	GNA12
B	GO:0031852	0.061956953	23.29591837	0.06327703	1	3	mu-type opioid receptor binding	0.327163815	ENSG00000196924	FLNA
B	GO:0031997	0.061956953	23.29591837	0.06327703	1	3	N-terminal myristoylation domain binding	0.327163815	ENSG00000160014	CALM3
B	GO:0032190	0.061956953	23.29591837	0.06327703	1	3	acrosin binding	0.327163815	ENSG00000146707	POMZP3
B	GO:0042134	0.061956953	23.29591837	0.06327703	1	3	rRNA primary transcript binding	0.327163815	ENSG00000177469	PTRF
B	GO:0043855	0.061956953	23.29591837	0.06327703	1	3	cyclic nucleotide-gated ion channel activity	0.327163815	ENSG00000240583	AQP1
B	GO:0047238	0.061956953	23.29591837	0.06327703	1	3	glucuronosyl-N-acetylgalactosaminyl-proteoglycan 4-beta-N-acetylgalactosaminyltransferase activity	0.327163815	ENSG00000123989	CHPF
B	GO:0050510	0.061956953	23.29591837	0.06327703	1	3	N-acetylgalactosaminyl-proteoglycan 3-beta-glucuronosyltransferase activity	0.327163815	ENSG00000123989	CHPF
B	GO:0061513	0.061956953	23.29591837	0.06327703	1	3	glucose 6-phosphate:inorganic phosphate antiporter activity	0.327163815	ENSG00000134955	SLC37A2
B	GO:1990254	0.061956953	23.29591837	0.06327703	1	3	keratin filament binding	0.327163815	ENSG00000026025	VIM
B	GO:0051015	0.062427975	2.222440945	2.80528166	6	133	actin filament binding	0.327163815	"ENSG00000070182,ENSG00000124006,ENSG00000129474,ENSG00000137076,ENSG00000187961,ENSG00000196924"	"SPTB,OBSL1,AJUBA,TLN1,KLHL17,FLNA"
B	GO:0005178	0.062750307	2.80004934	1.497556375	4	71	integrin binding	0.327163815	"ENSG00000090339,ENSG00000137076,ENSG00000142871,ENSG00000143537"	"ICAM1,TLN1,CYR61,ADAM15"
B	GO:0015020	0.065627241	5.190801457	0.421846866	2	20	glucuronosyltransferase activity	0.337018085	"ENSG00000123989,ENSG00000149541"	"CHPF,B3GAT3"
B	GO:0070412	0.065627241	5.190801457	0.421846866	2	20	R-SMAD binding	0.337018085	"ENSG00000102760,ENSG00000124225"	"RGCC,PMEPA1"
B	GO:0030246	0.06801664	2.170576923	2.86855869	6	136	carbohydrate binding	0.346681828	"ENSG00000083444,ENSG00000099994,ENSG00000100097,ENSG00000134013,ENSG00000136856,ENSG00000139629"	"PLOD1,SUSD2,LGALS1,LOXL2,SLC2A8,GALNT6"
B	GO:1901681	0.071899207	2.137310606	2.910743376	6	138	sulfur compound binding	0.347295077	"ENSG00000097021,ENSG00000101670,ENSG00000119681,ENSG00000142871,ENSG00000166833,ENSG00000173511"	"ACOT7,LIPG,LTBP2,CYR61,NAV2,VEGFB"
B	GO:0019207	0.071992996	1.997312032	3.627883049	7	172	kinase regulator activity	0.347295077	"ENSG00000085741,ENSG00000102760,ENSG00000109911,ENSG00000129355,ENSG00000160014,ENSG00000169129,ENSG00000173207"	"WNT11,RGCC,ELP4,CDKN2D,CALM3,AFAP1L2,CKS1B"
B	GO:0045505	0.0776495	4.670901639	0.464031553	2	22	dynein intermediate chain binding	0.347295077	"ENSG00000100246,ENSG00000105877"	"DNAL4,DNAH11"
B	GO:0017111	0.079047605	1.451678178	14.25842408	20	676	nucleoside-triphosphatase activity	0.347295077	"ENSG00000044574,ENSG00000049541,ENSG00000084731,ENSG00000100246,ENSG00000100813,ENSG00000104892,ENSG00000105877,ENSG00000123416,ENSG00000126214,ENSG00000138069,ENSG00000140859,ENSG00000146535,ENSG00000152763,ENSG00000166833,ENSG00000167552,ENSG00000167553,ENSG00000174903,ENSG00000176014,ENSG00000188229,ENSG00000196230,ENSG00000258947"	"HSPA5,RFC2,KIF3C,DNAL4,ACIN1,KLC3,DNAH11,TUBA1B,KLC1,RAB1A,KIFC3,GNA12,WDR78,NAV2,TUBA1A,TUBA1C,RAB1B,TUBB6,TUBB4B,TUBB,TUBB3"
B	GO:0004322	0.081747569	15.5292517	0.084369373	1	4	ferroxidase activity	0.347295077	ENSG00000167996	FTH1
B	GO:0004470	0.081747569	15.5292517	0.084369373	1	4	malic enzyme activity	0.347295077	ENSG00000151376	ME3
B	GO:0004525	0.081747569	15.5292517	0.084369373	1	4	ribonuclease III activity	0.347295077	ENSG00000128191	DGCR8
B	GO:0004720	0.081747569	15.5292517	0.084369373	1	4	protein-lysine 6-oxidase activity	0.347295077	ENSG00000134013	LOXL2
B	GO:0004936	0.081747569	15.5292517	0.084369373	1	4	alpha-adrenergic receptor activity	0.347295077	ENSG00000170214	ADRA1B
B	GO:0005212	0.081747569	15.5292517	0.084369373	1	4	structural constituent of eye lens	0.347295077	ENSG00000026025	VIM
B	GO:0008061	0.081747569	15.5292517	0.084369373	1	4	chitin binding	0.347295077	ENSG00000130720	FIBCD1
B	GO:0008199	0.081747569	15.5292517	0.084369373	1	4	ferric iron binding	0.347295077	ENSG00000167996	FTH1
B	GO:0008607	0.081747569	15.5292517	0.084369373	1	4	phosphorylase kinase regulator activity	0.347295077	ENSG00000109911	ELP4
B	GO:0008889	0.081747569	15.5292517	0.084369373	1	4	glycerophosphodiester phosphodiesterase activity	0.347295077	ENSG00000158555	GDPD5
B	GO:0008948	0.081747569	15.5292517	0.084369373	1	4	oxaloacetate decarboxylase activity	0.347295077	ENSG00000151376	ME3
B	GO:0016724	0.081747569	15.5292517	0.084369373	1	4	"oxidoreductase activity, oxidizing metal ions, oxygen as acceptor"	0.347295077	ENSG00000167996	FTH1
B	GO:0030280	0.081747569	15.5292517	0.084369373	1	4	structural constituent of epidermis	0.347295077	ENSG00000081277	PKP1
B	GO:0032296	0.081747569	15.5292517	0.084369373	1	4	double-stranded RNA-specific ribonuclease activity	0.347295077	ENSG00000128191	DGCR8
B	GO:0036042	0.081747569	15.5292517	0.084369373	1	4	long-chain fatty acyl-CoA binding	0.347295077	ENSG00000097021	ACOT7
B	GO:0042731	0.081747569	15.5292517	0.084369373	1	4	PH domain binding	0.347295077	ENSG00000130520	LSM4
B	GO:0048408	0.081747569	15.5292517	0.084369373	1	4	epidermal growth factor binding	0.347295077	ENSG00000160691	SHC1
B	GO:0061575	0.081747569	15.5292517	0.084369373	1	4	cyclin-dependent protein serine/threonine kinase activator activity	0.347295077	ENSG00000173207	CKS1B
B	GO:0070815	0.081747569	15.5292517	0.084369373	1	4	peptidyl-lysine 5-dioxygenase activity	0.347295077	ENSG00000083444	PLOD1
B	GO:1990239	0.081747569	15.5292517	0.084369373	1	4	steroid hormone binding	0.347295077	ENSG00000164850	GPER1
B	GO:0005525	0.082849682	1.704093496	6.053502529	10	287	GTP binding	0.347295077	"ENSG00000123416,ENSG00000138069,ENSG00000146535,ENSG00000167552,ENSG00000167553,ENSG00000174903,ENSG00000176014,ENSG00000188229,ENSG00000196230,ENSG00000197043,ENSG00000258947"	"TUBA1B,RAB1A,GNA12,TUBA1A,TUBA1C,RAB1B,TUBB6,TUBB4B,TUBB,ANXA6,TUBB3"
B	GO:0008171	0.083899982	4.448087432	0.485123896	2	23	O-methyltransferase activity	0.347295077	"ENSG00000068438,ENSG00000184154"	"FTSJ1,LRTOMT"
B	GO:0008574	0.083899982	4.448087432	0.485123896	2	23	"ATP-dependent microtubule motor activity, plus-end-directed"	0.347295077	"ENSG00000100246,ENSG00000152763"	"DNAL4,WDR78"
B	GO:0019706	0.083899982	4.448087432	0.485123896	2	23	protein-cysteine S-palmitoyltransferase activity	0.347295077	"ENSG00000023041,ENSG00000160446"	"ZDHHC6,ZDHHC12"
B	GO:0019707	0.083899982	4.448087432	0.485123896	2	23	protein-cysteine S-acyltransferase activity	0.347295077	"ENSG00000023041,ENSG00000160446"	"ZDHHC6,ZDHHC12"
B	GO:0043236	0.083899982	4.448087432	0.485123896	2	23	laminin binding	0.347295077	"ENSG00000100097,ENSG00000124466"	"LGALS1,LYPD3"
B	GO:0046875	0.083899982	4.448087432	0.485123896	2	23	ephrin receptor binding	0.347295077	"ENSG00000105851,ENSG00000160691"	"PIK3CG,SHC1"
B	GO:0005088	0.086777587	1.903596392	3.796621795	7	180	Ras guanyl-nucleotide exchange factor activity	0.357042721	"ENSG00000038382,ENSG00000070182,ENSG00000100311,ENSG00000160691,ENSG00000162777,ENSG00000169047,ENSG00000197461"	"TRIO,SPTB,PDGFB,SHC1,DENND2D,IRS1,PDGFA"
B	GO:0032550	0.087316626	1.685381356	6.116779559	10	290	purine ribonucleoside binding	0.357109314	"ENSG00000123416,ENSG00000138069,ENSG00000146535,ENSG00000167552,ENSG00000167553,ENSG00000174903,ENSG00000176014,ENSG00000188229,ENSG00000196230,ENSG00000197043,ENSG00000258947"	"TUBA1B,RAB1A,GNA12,TUBA1A,TUBA1C,RAB1B,TUBB6,TUBB4B,TUBB,ANXA6,TUBB3"
B	GO:0070851	0.088551632	2.466507177	1.687387465	4	80	growth factor receptor binding	0.360004552	"ENSG00000100311,ENSG00000160691,ENSG00000173511,ENSG00000197461"	"PDGFB,SHC1,VEGFB,PDGFA"
B	GO:0071889	0.090297598	4.245529061	0.506216239	2	24	14-3-3 protein binding	0.364930527	"ENSG00000002330,ENSG00000142178"	"BAD,SIK1"
B	GO:0001883	0.091927303	1.66706594	6.180056589	10	293	purine nucleoside binding	0.369331457	"ENSG00000123416,ENSG00000138069,ENSG00000146535,ENSG00000167552,ENSG00000167553,ENSG00000174903,ENSG00000176014,ENSG00000188229,ENSG00000196230,ENSG00000197043,ENSG00000258947"	"TUBA1B,RAB1A,GNA12,TUBA1A,TUBA1C,RAB1B,TUBB6,TUBB4B,TUBB,ANXA6,TUBB3"
B	GO:0046982	0.093362023	1.618028766	7.002657978	11	332	protein heterodimerization activity	0.371266563	"ENSG00000002330,ENSG00000092607,ENSG00000100311,ENSG00000105968,ENSG00000153162,ENSG00000160199,ENSG00000166016,ENSG00000170214,ENSG00000173511,ENSG00000175550,ENSG00000197461"	"BAD,TBX15,PDGFB,H2AFV,BMP6,PKNOX1,ABTB2,ADRA1B,VEGFB,DRAP1,PDGFA"
B	GO:0032549	0.093496118	1.661046789	6.201148933	10	294	ribonucleoside binding	0.371266563	"ENSG00000123416,ENSG00000138069,ENSG00000146535,ENSG00000167552,ENSG00000167553,ENSG00000174903,ENSG00000176014,ENSG00000188229,ENSG00000196230,ENSG00000197043,ENSG00000258947"	"TUBA1B,RAB1A,GNA12,TUBA1A,TUBA1C,RAB1B,TUBB6,TUBB4B,TUBB,ANXA6,TUBB3"
B	GO:0060090	0.097801666	1.957118056	3.163851496	6	150	molecular adaptor activity	0.375361616	"ENSG00000006125,ENSG00000124006,ENSG00000160691,ENSG00000160753,ENSG00000169047,ENSG00000169129"	"AP2B1,OBSL1,SHC1,RUSC1,IRS1,AFAP1L2"
B	GO:0032561	0.098298198	1.643241009	6.264425962	10	297	guanyl ribonucleotide binding	0.375361616	"ENSG00000123416,ENSG00000138069,ENSG00000146535,ENSG00000167552,ENSG00000167553,ENSG00000174903,ENSG00000176014,ENSG00000188229,ENSG00000196230,ENSG00000197043,ENSG00000258947"	"TUBA1B,RAB1A,GNA12,TUBA1A,TUBA1C,RAB1B,TUBB6,TUBB4B,TUBB,ANXA6,TUBB3"
B	GO:0019001	0.09993072	1.637388183	6.285518306	10	298	guanyl nucleotide binding	0.375361616	"ENSG00000123416,ENSG00000138069,ENSG00000146535,ENSG00000167552,ENSG00000167553,ENSG00000174903,ENSG00000176014,ENSG00000188229,ENSG00000196230,ENSG00000197043,ENSG00000258947"	"TUBA1B,RAB1A,GNA12,TUBA1A,TUBA1C,RAB1B,TUBB6,TUBB4B,TUBB,ANXA6,TUBB3"
B	GO:0004062	0.10112231	11.64591837	0.105461717	1	5	aryl sulfotransferase activity	0.375361616	ENSG00000198203	SULT1C2
B	GO:0004169	0.10112231	11.64591837	0.105461717	1	5	dolichyl-phosphate-mannose-protein mannosyltransferase activity	0.375361616	ENSG00000130714	POMT1
B	GO:0015166	0.10112231	11.64591837	0.105461717	1	5	polyol transmembrane transporter activity	0.375361616	ENSG00000240583	AQP1
B	GO:0015181	0.10112231	11.64591837	0.105461717	1	5	arginine transmembrane transporter activity	0.375361616	ENSG00000145014	TMEM44
B	GO:0015189	0.10112231	11.64591837	0.105461717	1	5	L-lysine transmembrane transporter activity	0.375361616	ENSG00000145014	TMEM44
B	GO:0030274	0.10112231	11.64591837	0.105461717	1	5	LIM domain binding	0.375361616	ENSG00000137076	TLN1
B	GO:0042979	0.10112231	11.64591837	0.105461717	1	5	ornithine decarboxylase regulator activity	0.375361616	ENSG00000180304	OAZ2
B	GO:0043121	0.10112231	11.64591837	0.105461717	1	5	neurotrophin binding	0.375361616	ENSG00000173805	HAP1
B	GO:0043515	0.10112231	11.64591837	0.105461717	1	5	kinetochore binding	0.375361616	ENSG00000002822	MAD1L1
